text,label,conceptual_level,note
a mine,GEONOUN,locale,geonouns; case_insensitive; curated
Gunzerode,TOPONYM,location,holocaust_camps; case_sensitive; curated
Guojia,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gusen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gutowo,TOPONYM,location,holocaust_camps; case_sensitive; curated
Guttenbach,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gwangju,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gwisdyn,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hadmersleben,TOPONYM,location,holocaust_camps; case_sensitive; curated
Haikou,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hailfingen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hainichen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Halberstadt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Halbstadt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hale,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Halfing,TOPONYM,location,holocaust_camps; case_sensitive; curated
Halifax,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hall,TOPONYM,location,holocaust_camps; case_sensitive; curated
Halle,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hallein,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hamburg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hamilton,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hamm,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hammamet,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hammond,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hampton,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hamīrpur,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hancheng,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hangu,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hannover,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hanover,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hanwang,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hanyuan,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Happurg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hardehausen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Harlingen,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Harmeze,TOPONYM,location,holocaust_camps; case_sensitive; curated
Harrison,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hartmanndorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Harvey,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Harzungen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Haslach,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hasserode,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hastings,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Haunstetten,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hausberge,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hausham,TOPONYM,location,holocaust_camps; case_sensitive; curated
Havel,TOPONYM,location,holocaust_camps; case_sensitive; curated
Haverhill,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hawthorne,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hayes,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Heidelberg,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Heidenau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Heidenhaim,TOPONYM,location,holocaust_camps; case_sensitive; curated
Heilbronn,TOPONYM,location,holocaust_camps; case_sensitive; curated
Heiligenbeil,TOPONYM,location,holocaust_camps; case_sensitive; curated
Heinkaten,TOPONYM,location,holocaust_camps; case_sensitive; curated
Heinkel,TOPONYM,location,holocaust_camps; case_sensitive; curated
Helena,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Helensee,TOPONYM,location,holocaust_camps; case_sensitive; curated
Helmbrechts,TOPONYM,location,holocaust_camps; case_sensitive; curated
Helmstadt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Helmstedt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Henderson,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hennigsdorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Heppenhaim,TOPONYM,location,holocaust_camps; case_sensitive; curated
Heppenheim,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hereford,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hermitage,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hersbruck,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hertine,TOPONYM,location,holocaust_camps; case_sensitive; curated
Herzberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Herzebrück,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hesepe,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hessenthal,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hessich,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hidelsheim,TOPONYM,location,holocaust_camps; case_sensitive; curated
Highland,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hillside,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hindenburg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hino,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hinterbrühl,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hinzert,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hirschberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hirtenberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hobart,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hoboken,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hof,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hoffnung,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hohenelbe,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hohenlinde,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hohenlychen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hohenstadt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hohenstein,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hohlstedt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hokuto,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Holland,TOPONYM,location,holocaust_camps; case_sensitive; curated
Holleischen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hollywood,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Holyson,TOPONYM,location,holocaust_camps; case_sensitive; curated
Holzen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Homewood,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Honchō,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hongqiao,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Horgau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Horneburg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Horodok,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Howachts,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hradischko,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hrubieszow,TOPONYM,location,holocaust_camps; case_sensitive; curated
Huanggang,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Huangshan,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hubertushutte,TOPONYM,location,holocaust_camps; case_sensitive; curated
Hubmersberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Huicheng,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Huilong,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Huimin,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Huntington,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Huntsville,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Hurlach,TOPONYM,location,holocaust_camps; case_sensitive; curated
Husum,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ibi,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Iffezheim,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ilfeld,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ilsenburg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Imperial,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Independence,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Ingoldstadt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Innsbruck,TOPONYM,location,holocaust_camps; case_sensitive; curated
Irvine,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Ishikawa,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Islāmpur,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Itabaiana,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Italy,TOPONYM,location,holocaust_camps; case_sensitive; curated
Itter,TOPONYM,location,holocaust_camps; case_sensitive; curated
Itu,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Izumi,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jackson,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jacksonville,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jadovno,TOPONYM,location,holocaust_camps; case_sensitive; curated
Jalapa,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jaleshwar,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jalālābād,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jamestown,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jamālpur,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Janigagrube,TOPONYM,location,holocaust_camps; case_sensitive; curated
Janowitz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Jasenovac,TOPONYM,location,holocaust_camps; case_sensitive; curated
Jastrebarsko,TOPONYM,location,holocaust_camps; case_sensitive; curated
Jawichowitz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Jaworzno,TOPONYM,location,holocaust_camps; case_sensitive; curated
Jaén,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jelenia Gara,TOPONYM,location,holocaust_camps; case_sensitive; curated
Jena,TOPONYM,location,holocaust_camps; case_sensitive; curated
Jessu,TOPONYM,location,holocaust_camps; case_sensitive; curated
Jesús María,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jezeri,TOPONYM,location,holocaust_camps; case_sensitive; curated
Jiangkou,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jiangzhuang,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jieshi,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jincheng,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jinhua,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jining,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jinjiang,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jinzhou,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Ji’an,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jobabo,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jodhpur,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Johanngeorgenstadt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Johnston,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Jungfern,TOPONYM,location,holocaust_camps; case_sensitive; curated
Jungfernhof,TOPONYM,location,holocaust_camps; case_sensitive; curated
Junín,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kaaden,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kadan,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kadoma,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kaiserwald,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kaisheim,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kaiyuan,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kaltenkirch,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kaltwasser,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kamenicky,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kamenz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kamienogora,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kangasjarvi,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kansas City,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kariya,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Karlsfeld,TOPONYM,location,holocaust_camps; case_sensitive; curated
Karlshagen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Karlsruhe,TOPONYM,location,holocaust_camps; case_sensitive; curated
Karsfeld,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kasama,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kassel,TOPONYM,location,holocaust_camps; case_sensitive; curated
Katangi,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kaufbeuren,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kaufering,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kaufering Erpfting,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kaunas,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kawasaki,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kayes,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kazan,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kelbra,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kempten,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kenmore,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kensington,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kent,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kettering,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Khairāgarh,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kharagpur,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Khorol,TOPONYM,location,holocaust_camps; case_sensitive; curated
Khāsh,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kiel,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kielbasin,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kingston,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kirchham,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kirkland,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kirov,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kirovsk,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kittlitztrebben,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kl. Machnow,TOPONYM,location,holocaust_camps; case_sensitive; curated
Klagenfurt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Klein Bischofferode,TOPONYM,location,holocaust_camps; case_sensitive; curated
Klein Bodungen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Klein Niedergerba,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kleinmünchen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kleinnoshersleben Ago,TOPONYM,location,holocaust_camps; case_sensitive; curated
Klinker,TOPONYM,location,holocaust_camps; case_sensitive; curated
Klooga,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kloppenburg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Klutzow,TOPONYM,location,holocaust_camps; case_sensitive; curated
Knellendorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kobio,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kobior,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kochem,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kochemdorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Koepenig,TOPONYM,location,holocaust_camps; case_sensitive; curated
Koga,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Kokokszki,TOPONYM,location,holocaust_camps; case_sensitive; curated
Kokoschken,TOPONYM,location,holocaust_camps; case_sensitive; curated
